abstract	id	paper_ref	title	presenters	authors	affiliations	topic
abstract_0143.html	624	P3-02	The consequences of institutional complexity: How institutional overlap affects the creation and design of intergovernmental organizations	Oliver Westerwinter, Bernhard Reinsberg	Oliver Westerwinter (1), Bernhard Reinsberg (2)	1. University of St. Gallen, 2. University of Glasgow	International Relations and Conflict
abstract_0142.html	165	P3-02	Compromise under Pressure: Bargaining over Public Spending	Felix Hartmann	Felix Hartmann	Department of Social Sciences, Humboldt University Berlin	Political Economy, Public Policy and Administration
abstract_0141.html	301	P3-02	Winning the Battle or Worst of the Bunch? How COVID-19 Mortality Data Impacts Perceptions of Government Performance and Health Attitudes	William Allen	William Allen (1), Kristoffer Ahlstrom-Vij (2)	1. University of Oxford, Department of Politics and International Relations, 2. Birkbeck, University of London, Department of Philosophy	Elections, Public Opinion, and Voting Behaviour
abstract_0140.html	56	P3-02	Merchants of Death: Arms Imports and Terrorism	Daniel Auer	Daniel Auer (1,2), Daniel Meierrieks (1)	1. WZB - Berlin Social Science Center, 2. MZES - Mannheim	International Relations and Conflict
abstract_0139.html	77	P3-02	When Corruption Matters for Ordinary People: Anti-Corruption Appeals in Elections	Natascha Neudorfer	Natascha Neudorfer, Tim Haugthon	University of Birmingham	Elections, Public Opinion, and Voting Behaviour
abstract_0138.html	141	P3-02	Choose Your Target Wisely: Explaining the Variation in Nationalist Appeals in Contemporary Europe	Samuel Johnston	Samuel Johnston	Trinity College Dublin	Legislative Studies and Party Politics
abstract_0137.html	605	P3-02	The Intrusion of Value Change: Popular Media and pro-Women Attitudes in Argentina	Elias Dinas	Nerea Gandara Guerra, Elias Dinas	European University Institute	Elections, Public Opinion, and Voting Behaviour
abstract_0136.html	91	P3-02	Social Identity in Bargaining over the Allocation of a Windfall Profit. An Experimental Analysis	Markus Tepe	Markus Tepe (2), Fabian Paetzel (1)	1. Helmut Schmidt University Hamburg, 2. University of Oldenburg	Political Economy, Public Policy and Administration
abstract_0135.html	131	P3-02	Legislators’ Sentiment Analysis Supervised by Legislators	Akitaka Matsuo	Akitaka Matsuo (1), Kentaro Fukumoto (2)	1. University of Essex, 2. Gakushuin University	Political Methodology
abstract_0134.html	462	P3-02	Rural isolation and political dissatisfaction in Italy	Simone Cremaschi	Simone Cremaschi, Catherine E. De Vries, Paula Rettl	Bocconi University	Elections, Public Opinion, and Voting Behaviour
abstract_0133.html	215	P3-02	Emerging divisions on trade in post-Brexit UK	Sofia Vasilopoulou	Sofia Vasilopoulou (1), Dan Keith (1), Liisa Talving (2)	1. University of York, 2. University of Tartu	Elections, Public Opinion, and Voting Behaviour
abstract_0132.html	663	P3-01	Political Entrepreneurs and the New Party Challenge in Europe	Catherine E. De Vries, Tim Haughton, Kevin Deegan-Krause, Sara B. Hobolt	Catherine E. De Vries (1), Tim Haughton (2), Kevin Deegan-Krause (3), Sara B. Hobolt (4)	1. Bocconi University , 2. University of Birmingham , 3. Wayne State University , 4. London School of Economics and Political Science 	Legislative Studies and Party Politics
abstract_0131.html	130	P3-01	Public Attitudes toward Foreign Travelers under a Global Pandemic: A Conjoint Experiment in Japan	Yoshiaki Kubo	Yoshiaki Kubo (1,3), Isamu Okada (2)	1. University of the Ryukyus, 2. Nagoya University, 3. Harvard University	Political Economy, Public Policy and Administration
abstract_0130.html	326	P3-01	How political context homogenizes the representation of social groups: Evidence from parliamentary questions at the local level in Germany	Sebastian Block	Sebastian Block (1), Martin Gross (1), Dominic Nyhuis (2), Jan Velimsky (1)	1. LMU Munich, 2. University of North Carolina at Chapel Hill	Legislative Studies and Party Politics
abstract_0129.html	480	P3-01	Who Wants to Talk? Gender Differences in Motivation to Engage in Everyday Political Talk	Manuel Neumann	Manuel Neumann	Mannheimer Centre for European Social Research, Universität Mannheim	Political Communications
abstract_0128.html	259	P3-01	Quotas or Parity? How the Framing of Positive Action Measures Affects Public Legitimacy	Ana Weeks	Ana Weeks (1), Hilde Coffé (1), Sparsha Saha (2)	1. University of Bath, 2. Harvard University	Elections, Public Opinion, and Voting Behaviour
abstract_0127.html	238	P3-01	Economic inequality, perceived economic inequity, and populist attitudes	Nils Steiner	Nils Steiner	Johannes Gutenberg University Mainz	Elections, Public Opinion, and Voting Behaviour
abstract_0126.html	201	P3-01	Political repression, protest, and citizens’ attitudes towards the state	Marlene Mauk	Amy Yunyu Chiang (1), Marlene Mauk (2)	1. University of Pittsburgh, 2. GESIS - Leibniz Institute for the Social Sciences	Comparative Politics
abstract_0125.html	346	P3-01	Give them the word, they sharpen the sword: How high courts use language to exert political and societal power	Benjamin G. Engst	Benjamin G. Engst (1,2, 3), David M. Grundmanns (1,2), Thomas Gschwend (1,2, 3)	1. University of Mannheim, 2. Mannheim Centre for European Social Research, 3. Collaborative Research Center 884	Political Methodology
abstract_0124.html	273	P3-01	International Actorness: Exercising Authority beyond Delegation to International Organisations	Kenneth Stiller	Kenneth Stiller	University of Oxford	International Relations and Conflict
abstract_0123.html	107	P3-01	International Oversight of Fiscal Discipline	Fabio Franchino	Fabio Franchino	Università degli Studi di Milano	Political Economy, Public Policy and Administration
abstract_0122.html	82	P3-01	Ethnic diversity and political trust during the Covid-19 pandemic	Dominik Schraff, Sven Hegewald	Dominik Schraff, Sven Hegewald	Center for Comparative and International Studies, ETH Zürich	Elections, Public Opinion, and Voting Behaviour
abstract_0121.html	440	P3-01	Margin of (t)error: Predicting the onset and incidence of terrorism in civil conflicts	Christian Oswald	Christian Oswald	Trinity College Dublin	International Relations and Conflict
abstract_0120.html	65	P3-01	Bad Politicians, Good Bureaucrats: Modelling Public Sector Corruption and Bureaucratic Reliability	Amy Basu	Amy Basu	Yale University	Political Economy, Public Policy and Administration
abstract_0119.html	587	P3-01	Free Movement in the Shadow of the Referendum: The Impact of Culture, Context and Competition on People’s Immigration Preferences	Gabriele Spilker	Gabriele Spilker (1), Lena Schaffer (2)	1. University of Salzburg, 2. University of Luzern	Political Economy, Public Policy and Administration
abstract_0118.html	643	P3-01	Does Source Credibility Moderate Persuasion? New Evidence from a Longitudinal Experiment	Bernhard Clemm	Bernhard Clemm (1), Andrew Guess (2)	1. European University Institute, 2. Princeton University	Political Communications
abstract_0117.html	96	P3-01	Decision Analysis – The Prophet Muhammad: A Multi-Method Approach	Shira Cohen	Shira Cohen	Interdisciplinary Center Herzliya	Political Methodology
abstract_0116.html	648	P3-01	Record Linkage with Text: Merging Data Sets When Information is Limited	Tom Paskhalis	Tom Paskhalis	New York University	Political Methodology
abstract_0115.html	589	P3-01	From Feudalism to Populism: Evidence from Poland	Pawel Charasz	Pawel Charasz	Duke University	Political Economy, Public Policy and Administration
abstract_0114.html	10	P3-01	Mass public opinions towards trade balances: Mercantilism 2.0	Tanja Schweinberger	Tanja Schweinberger	University of Geneva	International Relations and Conflict
abstract_0113.html	291	P2-05	Legislative malapportionment and democratic transitions	Pedro Riera	Pedro Riera (1), Ignacio Lago (2)	1. UC3M, 2. UPF	Legislative Studies and Party Politics
abstract_0112.html	633	P2-05	The comparative legitimacy of arms exports -- A survey experiment in Germany and France	Lukas Rudolph, Markus Freitag, Paul Thurner	Lukas Rudolph (1,2), Markus Freitag (1), Paul Thurner (1)	1. LMU Munich, 2. ETH Zurich	International Relations and Conflict
abstract_0111.html	302	P2-05	How COVID-19 Lockdown Policies Weaken Civic Attitudes in the United States and Europe	Moritz Marbach	Dominik Hangartner, Moritz Marbach, Dalston Ward	ETH Zurich	Political Economy, Public Policy and Administration
abstract_0110.html	632	P2-05	Does learning about the economic benefits of immigration update people's policy preferences?	Ilona Lahdelma	Ilona Lahdelma (1), Spyros Kosmidis (2)	1. Juan March Institute, Carlos III, 2. University of Oxford	Elections, Public Opinion, and Voting Behaviour
abstract_0109.html	617	P2-04	Occurrence of Extremist Religious Ideologies in Civil War	Meri Dankenbring	Meri Dankenbring	Goethe University Frankfurt	International Relations and Conflict
abstract_0108.html	106	P2-04	Industrialization and Democracy	Sam van Noort	Sam van Noort	University of Cambridge, Harvard University	Comparative Politics
abstract_0107.html	267	P2-04	EU and Russian regulatory power: Prescribing norms and rules in food safety and transport regimes	Isabell Burmester	Isabell Burmester	Global Studies Institute, University of Geneva	International Relations and Conflict
abstract_0106.html	620	P2-04	Incumbency voting, right-wing support, and the threat of Covid-19: the case of France	Davide Morisi, Max Schaub	Davide Morisi (1), Max Schaub (2), Guillaume Kon-Kam-King (3), Héloïse Cloléry (4)	1. Collegio Carlo Alberto, 2. WZB, 3. INRAE, 4. Sciences Po	Elections, Public Opinion, and Voting Behaviour
abstract_0105.html	586	P2-04	Implementation Leeway in the Dublin System: How Efficiency Considerations Influence Dublin Procedures in Switzerland	Théoda Woeffray	Théoda Woeffray	University of Bern	EU Politics
abstract_0104.html	270	P2-04	The Gendered Assessment of Public Opinion	Daniel Höhmann	Stefanie Bailer (1), Christian Breunig (2), Daniel Höhmann (1)	1. University of Basel, 2. University of Konstanz	Legislative Studies and Party Politics
abstract_0103.html	254	P2-04	Party Development and Election Violence: Evidence from Nineteenth Century England and Wales	Nick Vivyan	Nick Vivyan, Patrick Kuhn, Gary Hutchison, Gidon Cohen	Durham University	Elections, Public Opinion, and Voting Behaviour
abstract_0102.html	484	P2-04	Surveil and Advise: Do Article IV Consultations Improve Natural Resource Governance?	Iasmin Goes	Iasmin Goes (1), Terrence Chapman (2)	1. Carlos III University of Madrid, 2. The University of Texas at Austin	Political Economy, Public Policy and Administration
abstract_0101.html	268	P2-04	Why does proportional representation benefit left-wing parties?	Robert Liñeira	Robert Liñeira (1), Pedro Riera (2)	1. University of Glasgow, 2. Universidad Carlos III de Madrid	Elections, Public Opinion, and Voting Behaviour
abstract_0100.html	35	P2-04	Who Participates in Military Coups? Evidence from Argentina	Adam Scharpf, Christian Glaessel	Adam Scharpf (1), Christian Glaessel (2)	1. German Institute for Global and Area Studies (GIGA), 2. Hertie School	International Relations and Conflict
abstract_0099.html	629	P2-03	Voting against your constituency? Legitimacy sources of representatives with competing principals	Reut Itzkovitch-Malka	Reut Itzkovitch-Malka (1), Odelia Oshri (2), Shaul Shenhav (2), Guy Mor (2)	1. The Open University of Israel, 2. The Hebrew University of Jerusalem	Legislative Studies and Party Politics
abstract_0098.html	389	P2-03	State Dissolution and Societal Breakdown: Exploring Onset and Violence in Civil War	Benoit Siberdt	Benoit Siberdt	University of Oxford	Comparative Politics
abstract_0097.html	475	P2-03	Autocratic Economic Benefits and Post-Transitional Extremism	Catarina Leão	Catarina Leão	University of Oxford	Comparative Politics
abstract_0096.html	335	P2-03	Same same but different? The Context Dependency of Party Perception	Jan Schwalbach	Jan Schwalbach	University of Cologne	Political Communications
abstract_0095.html	212	P2-03	Transplanting the transatlantic: United States and Europe in the Indo-Pacific	Gorana Grgic	Gorana Grgic	The University of Sydney	International Relations and Conflict
abstract_0094.html	211	P2-03	Managing Electoral Threats: Understanding Communication Efforts of Governing Parties During the European Migration Crisis	Errin Tijssens	Errin Tijssens, Kristin Makszin	1 Leiden University College	Political Communications
abstract_0093.html	398	P2-03	Loyalty in the Face of Adversity? Exploring party loyalty during the Covid-19 pandemic crisis in Sweden and Denmark	Julie Hassing Nielsen	Julie Hassing Nielsen	Lund University, Department of Political Science	Political Communications
abstract_0092.html	460	P2-03	The Exit Option: an analysis of how ethnopolitical exclusion motivates emigration desires from sub-Saharan Africa	Eman Abboud	Eman Abboud	Dublin University, Trinity College Dublin	Comparative Politics
abstract_0091.html	538	P2-03	Issue Responsiveness in the European Parliament: The Causal Effect of Institutional Change on Behaviour of MEPs	Aleksandra Khokhlova	Aleksandra Khokhlova	Leiden University	EU Politics
abstract_0090.html	392	P2-03	The plenary attention deficit disorder: Do legislators pay less attention to their female colleagues?	Oliver Rittmann	Oliver Rittmann (1), Dominic Nyhuis (2), Tobias Ringwald (3)	1. University of Mannheim, 2. University of North Carolina at Chapel Hill, 3. Karlsruhe Institute of Technology	Legislative Studies and Party Politics
abstract_0089.html	297	P2-03	How Men debate Women's Concerns - The importance of Individual Gender Representation in Parliamentary Debates across Political Issues	Marius Sältzer	Kinski Lucy (1), Stefanie Walter (2), Marius Sältzer (3)	1. Heinrich-Heine-Universität Düsseldorf, 2. Universität Bremen, 3. Universität Mannheim	Legislative Studies and Party Politics
abstract_0088.html	401	P2-03	Party responsiveness to public opinion in a multi-dimensional policy space	Raimondas Ibenskas	Raimondas Ibenskas (1), Jonathan Polk (2,3)	1. Department of Comparative Politics, University of Bergen, 2. Department of Comparative Politics, University of Bergen, 3. Department of Comparative Politics, University of Bergen	Legislative Studies and Party Politics
abstract_0087.html	507	P2-03	Framing Threat: The role of threat perception and online media in support for political violence in the US.	Callum Craig	Callum Craig	Trinity College Dublin	Political Communications
abstract_0086.html	202	P2-03	Qualitative Comparative Analysis and causal knowledge	Alessia Damonte	Alessia Damonte	University of Milan	Political Methodology
abstract_0085.html	377	P2-03	IMF Conditionality and Ownership: A Causal Mediation Analysis	Nikitas Konstantinidis	Nikitas Konstantinidis (1), Bernhard Reinsberg (2)	1. IE University, School of Global & Public Affairs, 2. University of Glasgow, School of Social & Political Sciences	Political Economy, Public Policy and Administration
abstract_0084.html	649	P2-03	The Electoral Consequences of Compulsory Voting: New Evidence from a Natural Experiment	Alexander Held	Alexander Held	Trinity College Dublin	Elections, Public Opinion, and Voting Behaviour
abstract_0083.html	486	P2-03	Who Sits Where? The Parliamentary Power Index and Committee Membership in 19 Countries	Jens Wäckerle	Jens Wäckerle (1), Bruno Castanho Silva (1), Danielle Pullan (1,2)	1. Cologne Center for Comparative, University of Cologne, 2. International Max Planck Research School on the Social and Political Constitution of the Economy?, University of Cologne	Legislative Studies and Party Politics
abstract_0082.html	136	P2-02	Vox Populi, Vox Dei: Thermostatic Support for Direct Democracy	Diane Bolet	Miriam Sorace (1), Diane Bolet (2)	1. University of Kent, 2. King's College London	Elections, Public Opinion, and Voting Behaviour
abstract_0081.html	350	P2-02	Civil Society Organizations and Protests' Escalation to Civil War in Non-Democracies	Marina Petrova	Marina Petrova	Bocconi University	International Relations and Conflict
abstract_0080.html	585	P2-02	The Incursion of Leviathan: Wartime Territorial Control and Post-Conflict State Capacity, Evidence from Peru	Guillermo Kreiman	Guillermo Kreiman	DPhil Candidate - University of Oxford	International Relations and Conflict
abstract_0079.html	343	P2-02	Valence or Position? Both! A Unified Conception of Party Competition and Its Implications for the Reconstruction of Parties' Political Profiles	Martin Elff	Martin Elff	Zeppelin University, Friedrichshafen	Legislative Studies and Party Politics
abstract_0078.html	514	P2-02	Do parties respond to public opinion polls or past election results?	Werner Krause	Werner Krause	Humboldt University Berlin	Elections, Public Opinion, and Voting Behaviour
abstract_0077.html	433	P2-02	Impact of House of Common hybrid proceeding on members participation during COVID-19 pandemic	Wang Leung Ting	Wang Leung Ting	London School of Economics	Legislative Studies and Party Politics
abstract_0076.html	327	P2-02	Open borders versus inclusive membership? Explaining the association between immigration and citizenship regimes	Samuel Schmid	Samuel Schmid	Max Planck Institute for the Study of Religious and Ethnic Diversity	Comparative Politics
abstract_0075.html	210	P2-02	Emotive Rhetoric, Political Ideology and Central Bank Accountability in the European Parliament	Nicolò Fraccaroli	Federico Maria Ferrara (1), Nicolò Fraccaroli (2)	1. London School of Economics and Political Science, 2. Brown University	Political Economy, Public Policy and Administration
abstract_0074.html	26	P2-02	The Expertise Curse: How Policy Expertise Can Hinder Responsiveness	Miguel Pereira	Miguel Pereira (1), Patrik Öhberg (2)	1. University of Southern California, 2. University of Gothenburg	Legislative Studies and Party Politics
abstract_0073.html	185	P2-02	Legislating gender equality: State-mandated academic gender quotas and the representation of women in academia	Aliza Forman-Rabinovici	Aliza Forman-Rabinovici, Anne Bauer	Tel Aviv University	Political Economy, Public Policy and Administration
abstract_0072.html	236	P2-02	Do Politicians’ Personality Characteristics Influence Their Decision Making on Multiple Dimensions?	Barbara Vis	Jean Roisse (1), Barbara Vis (2)	1. University of Stavanger, 2. Utrecht University	Political Methodology
abstract_0071.html	447	P2-02	More Electors, More Violence? Evidence from the Second Reform Act	Patrick M Kuhn	Patrick M Kuhn, Gidon Cohen, Gary Hutchison, Nick Vivyan	Durham University	Elections, Public Opinion, and Voting Behaviour
abstract_0070.html	306	P2-02	The Consequences of Model Misspecification for the Estimation of Non-Linear Interaction Effects	Janina Beiser-McGrath, Liam Beiser-McGrath	Janina Beiser-McGrath, Liam Beiser-McGrath	Royal Holloway, University of London	Political Methodology
abstract_0069.html	563	P2-02	Trade Effects of Environmental Agreements: Uncovering De Facto Environmental Clubs	Clara Brandi	Clara Brandi	German Development Institute	International Relations and Conflict
abstract_0068.html	591	P2-02	Does new party entry increase electoral turnout? Quasi-experimental evidence from the 2015 local Spanish elections	Álvaro Canalejo-Molero	Álvaro Canalejo-Molero	European University Institute	Elections, Public Opinion, and Voting Behaviour
abstract_0067.html	379	P2-02	Returns to office among political amateurs	Frederik Kjøller Larsen	Frederik Kjøller Larsen	University of Copenhagen	Political Economy, Public Policy and Administration
abstract_0066.html	14	P2-01	Strategy, Ideology, and Opportunity: When Political Parties Support Direct Democracy	Lucas Leemann	Sarah Engler, Lucas Leemann	University of Zürich	Comparative Politics
abstract_0065.html	199	P2-01	Inclusion, recognition, and inter-group comparisons: The effects of power-sharing institutions on grievances	Andreas Juon	Andreas Juon	International Conflict Research Group, ETH Zurich	International Relations and Conflict
abstract_0064.html	83	P2-01	Stuck in the “Grey Zone”: An fsQCA of Constrained Transition States	Zack Kramer	Zack Kramer	Charles University	International Relations and Conflict
abstract_0063.html	156	P2-01	Party Leader Characteristics and Voters’ Perceptions of Party Ideological Positions	Zeynep Somer-Topcu	Zeynep Somer-Topcu (1), Oguzhan Alkan (2)	1. University of Texas at Austin, 2. University of Texas at Austin	Elections, Public Opinion, and Voting Behaviour
abstract_0062.html	142	P2-01	Can diplomacy affect international trade?: Evidence from US ambassadorial vacancies	Alexander Slaski	Alexander Slaski (1), Faisal Ahmed (2)	1. Leiden University, 2. Princeton University	International Relations and Conflict
abstract_0061.html	642	P2-01	Public Opinion, Legislative Production and Government Responsiveness	Patrícia Calca	Patrícia Calca (1), Ivan Bongiorni (2)	1. CIES-ISCTE & University of Konstanz, 2. University of Milano	Legislative Studies and Party Politics
abstract_0060.html	203	P2-01	"Changing Norms in Times of Crisis: Citizens, Masks, and Political Information During the COVID-19 Pandemic"	Christopher Anderson, Sara Hobolt	Christopher Anderson, Sara Hobolt	London School of Economics and Political Science	Elections, Public Opinion, and Voting Behaviour
abstract_0059.html	293	P2-01	Regional labor markets and the politics of resentment	Denis Cohen	Denis Cohen (1), Sergi Pardos-Prado (2)	1. University of Mannheim, 2. University of Glasgow	Political Economy, Public Policy and Administration
abstract_0058.html	245	P2-01	How proposal complexity conditions report allocation in the European Parliament	Steffen Hurka	Steffen Hurka, Maximilian Haag, Constantin Kaplaner	LMU Munich	EU Politics
abstract_0057.html	474	P2-01	Dynamic Responsiveness in Political Rhetoric	Clint Claessen	Martijn Schoonvelde (1), Clint Claessen (2), Denise Traber (2)	1. UCD Dublin, 2. University of Basel	Legislative Studies and Party Politics
abstract_0056.html	196	P2-01	Multidimensional Women’s Representation	Christopher Wratil	Fabio Wolkenstein (1), Christopher Wratil (2)	1. Aarhus University, 2. University College London	Legislative Studies and Party Politics
abstract_0055.html	631	P2-01	Affective Polarization in Europe. A Crossnational Conjoint Experiment.	Thomas König	Thomas König (1), Hyeonho Hahm (2), David Hilpert (3)	1. University of Mannheim, 2. Seoul National University, 3. University of Mannheim	Comparative Politics
abstract_0054.html	533	P2-01	Violence and Voting Behavior: Evidence from the Case of Turkey-PKK Conflict	Tolga Sinmazdemir	Tolga Sinmazdemir	SOAS, University of London	Elections, Public Opinion, and Voting Behaviour
abstract_0053.html	284	P2-01	Spatial Eigenfunction Modeling of Geo-Referenced Data in the Social Sciences	Sebastian Juhl	Sebastian Juhl	University of Mannheim	Political Methodology
abstract_0052.html	242	P2-01	Do authoritarian regimes and democracies cooperate differently? Evidence from WTO negotiations.	Silvana Tarlea	Silvana Tarlea (1), Florian Weiler (2)	1. University of Basel, 2. Central European University	Political Economy, Public Policy and Administration
abstract_0051.html	451	P2-01	Temporary Disenfranchisement: Negative Side-Effects of Lowering the Voting Age	Arndt Leininger	Marie-Lou Sohnius (1), Arndt Leininger (2), Thorsten Faas (2), Sigrid Roßteutscher (3), Armin Schäfer (4)	1. University of Mannheim, 2. Freie Universität Berlin, 3. Goethe University Frankfurt, 4. University of Münster	Elections, Public Opinion, and Voting Behaviour
abstract_0050.html	359	P2-01	Reward or Punishment? Estimating the Distribution of Long-Run Returns to Political Office	Jens Olav Dahlgaard	Jens Olav Dahlgaard (1,2), Nicolai Kristensen (3,4), Frederik Kjøller Larsen (5)	1. King's College London, 2. Copenhagen Business School, 3. VIVE, The Danish Center for Social Science Research, 4. IZA Institute for Labor, 5. University of Copenhagen	Political Economy, Public Policy and Administration
abstract_0049.html	94	P1-05	Geopolitical constraints? Explaining Geography and Potential in International Politics	Nuno Dr. Morgado	Nuno Dr. Morgado	Assistant Professor, Corvinus University of Budapest	International Relations and Conflict
abstract_0048.html	118	P1-05	How do voters form perceptions of party positions?	Markus Wagner	Markus Wagner (1), Thomas Meyer (2)	1. University of Vienna, 2. Humboldt Universität zu Berlin	Political Communications
abstract_0047.html	461	P1-04	Who gets to speak for the party? How parliamentary party groups assign spokespersonships	Tim Mickler	Tim Mickler (1), Simon Otjes (1), David M. Willumsen (2)	1. Leiden University, 2. University of Innsbruck	Legislative Studies and Party Politics
abstract_0046.html	230	P1-04	Let the cobbler stick to his last? Determinants of party-issue saliency in sub-national politics	Katrin Praprotnik	Martin Gross (1), Svenja Krauss (2), Katrin Praprotnik (3)	1. LMU Munich, 2. University of Essex, 3. Danube University Krems	Legislative Studies and Party Politics
abstract_0045.html	391	P1-04	Migration, Remittances and the Fiscal Contract	Barry Maydom	Barry Maydom (1), Ana Isabel Lopez Garcia (2)	1. Birkbeck College, University of London, 2. University of Konstanz	Comparative Politics
abstract_0044.html	288	P1-04	Complete Conquerors. Government Alternation and Satisfaction with Democracy	Simon Otjes	Simon Otjes (1,2), David Willumsen (3), Djessie Ligthart (1)	1. Leiden University, 2. Groningen University, 3. University of Innsbruck	Comparative Politics
abstract_0043.html	100	P1-04	From subsidizers to co-belligerents: Why foreign sponsors intervene militarily in civil war	Giuseppe Spatafora	Giuseppe Spatafora	University of Oxford, Department of Politics and International Relations	International Relations and Conflict
abstract_0042.html	279	P1-04	Interregional Contact and National Identity	Manuel Bagues	Manuel Bagues, Chris Roth	University of Warwick	Political Economy, Public Policy and Administration
abstract_0041.html	241	P1-04	Party Cues and Support for Common European Debt: Experimental Evidence of In- and Out-Party Cues in Five Countries	Maurits Meijers	Björn Bremer (1), Maurits Meijers (2), Theresa Kuhn (3), Francesco Nicoli (3,4)	1. Max Planck Institute for the Study of Societies (MPIfG), 2. Radboud University Nijmegen, 3. University of Amsterdam, 4. Ghent University	Political Communications
abstract_0040.html	618	P1-03	The psychological roots of negative partisanship. Evidence from Germany.	Sabrina Mayer	Sabrina Mayer	Deutsches Zentrum für Intergrations- und Migrationsforschung, University of Duisburg-Essen	Elections, Public Opinion, and Voting Behaviour
abstract_0039.html	459	P1-03	Electoral system and party moderation in Northern Ireland	Sinéad Harrington	Sinéad Harrington	Trinity College Dublin	Elections, Public Opinion, and Voting Behaviour
abstract_0038.html	290	P1-03	Asymmetric Policies. Pandering and State-specific Costs of Mismatch in Political Agency	Federico Trombetta	Guido Merzoni, Federico Trombetta	DISEIS, Universita' Cattolica del Sacro Cuore	Political Economy, Public Policy and Administration
abstract_0037.html	53	P1-03	How Local Decentralization Contributes to Nation-State Building: Rethinking Ethnic Local Autonomy in Post-1949 China	Chao-yo Cheng	Chao-yo Cheng	London School of Economics	Comparative Politics
abstract_0036.html	390	P1-03	A Europe of Minorities: Domestic Minority Status and Support for the European Union	Massimo Troncone	Massimo Troncone (1), Roberto Valli (2)	1. European Politics, ETH Zurich, 2. International Conflict Research, ETH Zurich	Comparative Politics
abstract_0035.html	181	P1-03	Who benefits from new issues? The Covid-19 pandemic and the continuity of Green party success in Switzerland	Anke Tresch	Anke Tresch (1,2), Laurent Bernhard (2), Lukas Lauener (2)	1. University of Lausanne, 2. FORS	Elections, Public Opinion, and Voting Behaviour
abstract_0034.html	498	P1-03	Selling Sovereignty: International Coercion, Debt Diplomacy, and Land Transactions	Jonas Bunte	Jonas Bunte (1), Burak Giray (2), Patrick Shea (2)	1. University of Texas at Dallas / Vienna University of Economics and Business, 2. University of Houston	International Relations and Conflict
abstract_0033.html	376	P1-03	The political geography of satisfaction with democracy	David Willumsen	David Willumsen (1), Pedro Riera (2)	1. University of Innsbruck, 2. University Carlos III of Madrid	Elections, Public Opinion, and Voting Behaviour
abstract_0032.html	351	P1-03	State-Controlled Agenda-Setting on Russian Domestic Television and Online, 2018 – 2020	Lana Bilalova	Lana Bilalova	London School of Economics and Political Science	Political Communications
abstract_0031.html	468	P1-03	Distance and Military Power: When and How it Matters	Vojtech Bahensky	Vojtech Bahensky	Charles University, Prague	International Relations and Conflict
abstract_0030.html	544	P1-03	De-Commemoration Policies and the Formation of Public Opinion	Nerea Gándara Guerra	Nerea Gándara Guerra, Sergi Martínez, Ana Ruipérez Núñez	European University Institute	Elections, Public Opinion, and Voting Behaviour
abstract_0029.html	637	P1-03	Intergroup Contact and Nation Building: Evidence from Military Service in Spain	Antoni-Italo De Moragas	Julio Cáceres (4), Antoni-Italo De Moragas (1), Gabriel Facchini (3), Ignacio González (2)	1. CUNEF, 2. American University, 3. Universitat Autònoma de Barcelona, 4. Universidad Carlos III de Madrid	Elections, Public Opinion, and Voting Behaviour
abstract_0028.html	349	P1-03	What's in a Cue? How Citizens Infer Policy Information from Party Cues	Rune Slothuus	Rune Slothuus, Rasmus Skytte, Martin Bisgaard	Department of Political Science, Aarhus University	Political Communications
abstract_0027.html	501	P1-02	Why are immigrants less likely to engage in politics? -The impact of genes, shared environment and individual experience	Monika Bozhinoska Lazarova	Monika Bozhinoska Lazarova (1), Christoph Spörlein (2), Thomas Saalfeld (1)	1. University of Bamberg, 2. Universität Düsseldorf	Elections, Public Opinion, and Voting Behaviour
abstract_0026.html	535	P1-02	The Territorial Variance of Contamination Effects in Mixed-Member Electoral Systems	Abelardo Gómez Díaz	Abelardo Gómez Díaz	Universitat Pompeu Fabra	Comparative Politics
abstract_0025.html	598	P1-02	Political Support, Cognitive Dissonance and Political Beliefs	Francesco Capozza	Francesco Capozza (1,2), Georg Granic (1,2), Tanja Artiga-Gonzalez (2,3)	1. Erasmus University Rotterdam, 2. Tinbergen Institute, 3. Vrije Universiteit Rotterdam	Elections, Public Opinion, and Voting Behaviour
abstract_0024.html	27	P1-02	Strategic Inefficient Decentralization: Local and Regional Devolution As Substitutes	Joan Ricart-Huguet, Emily Sellars	Joan Ricart-Huguet (1), Emily Sellars (2)	1. Loyola University Maryland, 2. Yale University	Political Economy, Public Policy and Administration
abstract_0023.html	490	P1-02	A new divide in New Europe: Deepening conflict over globalisation in Central and Eastern Europe	Liisa Talving	Liisa Talving	University of Tartu	Elections, Public Opinion, and Voting Behaviour
abstract_0022.html	657	P1-02	Awakening the Europhile Giant: EU Issue Competition after the Multiple Crises	Luca Carrieri	Luca Carrieri	1	Elections, Public Opinion, and Voting Behaviour
abstract_0021.html	365	P1-02	Determinants of China’s Hidden Overseas Lending	Kathleen Brown	Kathleen Brown	Leiden University	Political Economy, Public Policy and Administration
abstract_0020.html	171	P1-02	What factors influence perceptions of a fair election and with what consequences?	Andreas Goldberg	Andreas Goldberg (1), Carolina Plescia (2)	1. University of Amsterdam, 2. University of Vienna	Elections, Public Opinion, and Voting Behaviour
